game_id,player_id,team_id,completions,pass_attempts,passing_yards,passing_td,interception,times_sacked,sack_yards,longest_pass,qbr,rush_attempts,rushing_yards,rushing_td,longest_run,receptions,receiving_yards,receiving_td,longest_reception,fumble,fumbles_lost
2007,114,1,0,0,0,0,0,,,0,,0,0,0,0,1,8,0,8,0,
2007,125,1,,,,,,,,,,,,,,0,0,0,,0,
2006,246,17,9,21,123,0,2,1,8,37,22.6,7,25,1,10,0,0,0,0,0,
2006,278,17,1,1,43,1,0,0,0,43,158.3,0,0,0,0,3,22,0,8,0,
2006,146,17,0,0,0,0,0,0,,0,,14,43,0,12,0,0,0,0,0,
2006,265,17,0,0,0,0,0,,,0,,10,93,1,75,1,1,0,1,0,
2006,356,17,0,0,0,0,0,,0,0,,1,18,0,18,5,123,1,43,0,
2006,160,17,0,0,0,0,0,,,0,,1,2,0,2,0,0,0,0,0,
2006,139,17,0,0,0,0,0,,0,0,,0,0,0,0,1,20,0,20,0,
2006,263,17,,,,,,,,,,,,,,0,0,0,,0,
2006,193,17,,,,,,,,,,,,,,0,0,0,,0,
2006,255,9,26,49,273,1,1,3,14,35,67.8,3,35,0,18,0,0,0,0,0,
2006,108,9,0,0,0,0,0,,,0,,20,95,0,21,2,2,0,4,0,
2006,156,9,0,0,0,0,0,,,0,,2,7,0,7,2,15,0,13,0,
2006,196,9,0,0,0,0,0,,,0,,0,0,0,0,5,93,0,35,0,
2006,266,9,0,0,0,0,0,,,0,,0,0,0,0,6,70,0,21,0,
